Invoice,InvoiceDate,CustomerID,Country,StockCode,Description,Category,Quantity,Price,TotalLine
INV9876,2025-09-14,41329,Belgium,85123CF,Giant Polka Dot Beach Ball,Unknown Category,23,56.62,1302.26
INV2190,2025-09-14,73210,Unknown,86420CK,Pineapple Shaped Trinket Dish,Storage & Organization,65,75.66,4917.9
INV2109,2025-09-14,30117,United Kingdom,71053AW,Giant Pencil Eraser Set,Stationery & Office,30,61.15,1834.5
INV1234,2025-09-14,31245,Unknown,65432AP,Rabbit Design Door Stop,Unknown Category,4,80.11,320.44
INV2109,2025-09-14,99213,RSA,30987CA,Set of 4 Wooden Animal Skittles,Kids & Toys,55,28.46,1565.3
INV0123,2025-09-14,55321,Denmark,22045BM,Vintage Railway Poster Print,Wall Art & Signs,10,92.96,929.5999999999999
INV4321,2025-09-15,56789,Unknown,65432X,Retro Telephone Box Money Bank,Retro & Vintage,45,3.57,160.65
INV5432,2025-09-15,52789,USA,86420AI,Vintage Red Radio Clock,Retro & Vintage,68,14.7,999.5999999999999
INV5432,2025-09-15,52789,Belgium,86420AI,Vintage Red Radio Clock,Retro & Vintage,68,14.7,999.5999999999999
INV2109,2025-09-15,75321,Unknown,85123CF,Giant Polka Dot Beach Ball,Unknown Category,66,56.62,3736.9199999999996
INV4321,2025-09-15,55321,Denmark,93207AB,Hand Painted Ceramic Bird Dish,Unknown Category,30,98.24,2947.2
INV2190,2025-09-15,59213,Netherlands,22045CW,Retro Spotty Storage Tin,Unknown Category,5,38.4,192.0
INV2190,2025-09-15,37210,Malta,54321BW,Gnome Garden Statue Small,Garden & Outdoor,40,9.2,368.0
INV1234,2025-09-15,77321,Unknown,86420Q,Giant Wooden Game Dice,Kids & Toys,58,23.8,1380.4
INV1098,2025-09-15,43210,Unknown,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,40,49.36,1974.4
INV4567,2025-09-15,81324,Unknown,30987AQ,Antique Style Key Fob,Gifts & Novelty Items,17,96.8,1645.6
INV1098,2025-09-15,64567,Italy,54321CO,Metal Star T-Light Holder,Lighting & Candles,1,2.79,2.79
INV1098,2025-09-15,64567,United Arab Emirates,54321CO,Metal Star T-Light Holder,Lighting & Candles,1,2.79,2.79
INV2109,2025-09-15,87321,Unknown,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,50,14.77,738.5
INV0987,2025-09-15,28422,Germany,45678BC,Set/6 Vintage Wine Labels,Gifts & Novelty Items,58,85.53,4960.74
INV6543,2025-09-15,49213,Unknown,86420Q,Giant Wooden Game Dice,Kids & Toys,42,23.8,999.6
INV8765,2025-09-16,80678,Sweden,65432J,Grow Your Own Basil Kit,Garden & Outdoor,1,2.48,2.48
INV2190,2025-09-16,29583,Finland,71053BO,Wooden Chess Set Foldable,Unknown Category,17,38.71,658.07
INV9012,2025-09-16,71324,Unknown,98765N,Retro Camera Pencil Sharpener,Stationery & Office,33,1.32,43.56
INV4321,2025-09-16,40567,Japan,86420Q,Giant Wooden Game Dice,Kids & Toys,34,23.8,809.2
INV4321,2025-09-16,40567,Sweden,86420Q,Giant Wooden Game Dice,Kids & Toys,34,23.8,809.2
INV2109,2025-09-16,85321,Unknown,97531BB,Red & White Gingham Tablecloth,Kitchenware & Dining,66,34.93,2305.38
INV2109,2025-09-16,31245,Unknown,97531BT,Flamingo Print Woven Purse,Unknown Category,41,9.8,401.8
INV4321,2025-09-16,73210,Unknown,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,47,65.93,3098.7100000000005
INV8765,2025-09-16,21340,Hong Kong,98765N,Retro Camera Pencil Sharpener,Stationery & Office,58,1.32,76.56
INV8765,2025-09-16,21340,Belgium,98765N,Retro Camera Pencil Sharpener,Stationery & Office,58,1.32,76.56
INV2190,2025-09-16,55321,Denmark,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,12,21.15,253.79999999999998
INV2109,2025-09-16,85321,Unknown,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,68,50.58,3439.44
INV8765,2025-09-16,58567,Cyprus,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,58,65.93,3823.9400000000005
INV8765,2025-09-16,58567,Australia,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,58,65.93,3823.9400000000005
INV5432,2025-09-16,52789,USA,56321CU,Wooden Pegs In A Bag,Unknown Category,14,70.4,985.6000000000001
INV5432,2025-09-16,52789,Belgium,56321CU,Wooden Pegs In A Bag,Unknown Category,14,70.4,985.6000000000001
INV0987,2025-09-16,96789,Norway,13579O,Paper Chain Garland Rainbow,Textiles & Linens,20,50.19,1003.8
INV6543,2025-09-17,47321,RSA,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,55,65.93,3626.1500000000005
INV1098,2025-09-17,81324,Unknown,98765CN,Black & White Striped Rug,Textiles & Linens,58,61.52,3568.1600000000003
INV5432,2025-09-17,62789,Unknown,93207BL,Geometric Print Notebook A5,Stationery & Office,60,29.67,1780.2
INV0123,2025-09-17,74567,Unknown,30987CS,Set/3 Small Tin Canisters,Storage & Organization,55,45.7,2513.5
INV5432,2025-09-17,54567,Hong Kong,30987CS,Set/3 Small Tin Canisters,Storage & Organization,9,45.7,411.3
INV2109,2025-09-17,17404,European Community,65432AP,Rabbit Design Door Stop,Unknown Category,1,80.11,80.11
INV2109,2025-09-17,17404,Saudi Arabia,65432AP,Rabbit Design Door Stop,Unknown Category,1,80.11,80.11
INV2109,2025-09-17,17404,Switzerland,65432AP,Rabbit Design Door Stop,Unknown Category,1,80.11,80.11
INV9876,2025-09-17,12583,EIRE,30987AQ,Antique Style Key Fob,Gifts & Novelty Items,21,96.8,2032.8
INV9876,2025-09-17,12583,Lebanon,30987AQ,Antique Style Key Fob,Gifts & Novelty Items,21,96.8,2032.8
INV2109,2025-09-17,83210,Sweden,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,33,69.65,2298.4500000000003
INV2109,2025-09-17,83210,United Kingdom,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,33,69.65,2298.4500000000003
INV2109,2025-09-17,83210,Japan,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,33,69.65,2298.4500000000003
INV2109,2025-09-17,83210,Iceland,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,33,69.65,2298.4500000000003
INV1098,2025-09-17,22019,Germany,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,58,11.32,656.5600000000001
INV1098,2025-09-17,22019,Netherlands,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,58,11.32,656.5600000000001
INV0987,2025-09-17,95321,Japan,12345K,Garden Swing Metal Sign,Garden & Outdoor,37,34.37,1271.6899999999998
INV0987,2025-09-17,95321,United Kingdom,12345K,Garden Swing Metal Sign,Garden & Outdoor,37,34.37,1271.6899999999998
INV0123,2025-09-17,50678,Australia,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,29,65.93,1911.9700000000003
INV0123,2025-09-17,50678,Italy,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,29,65.93,1911.9700000000003
INV0123,2025-09-17,50678,Finland,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,29,65.93,1911.9700000000003
INV2190,2025-09-17,27183,Greece,85123AV,Union Jack Flag Beach Towel,Textiles & Linens,42,56.35,2366.7000000000003
INV1098,2025-09-17,68567,Switzerland,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,34,65.93,2241.6200000000003
INV4321,2025-09-18,71324,Unknown,12345BX,Wooden Bird Feeder Kit,Garden & Outdoor,51,14.13,720.63
INV5432,2025-09-18,32654,Unknown,45678BU,Set/2 Striped Kitchen Aprons,Unknown Category,6,87.91,527.46
INV0123,2025-09-18,80678,Sweden,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,32,49.36,1579.52
INV8901,2025-09-18,73210,Unknown,98765AL,Paris Themed Gift Bag Large,Unknown Category,62,32.7,2027.4
INV0987,2025-09-18,82789,Unknown,30987AQ,Antique Style Key Fob,Gifts & Novelty Items,72,96.8,6969.599999999999
INV5432,2025-09-18,99213,RSA,24680P,Strawberry Ceramic Salt & Pepper Set,Kitchenware & Dining,48,24.19,1161.1200000000001
INV4567,2025-09-18,45321,Bahrain,71053D,Ceramic Cherry Blossom Mug,Kitchenware & Dining,10,97.12,971.2
INV7654,2025-09-18,17850,Israel,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,18,58.07,1045.26
INV0987,2025-09-18,58567,Cyprus,30987BI,Glass Bell Jar Display Dome,Home Decor & Furnishings,14,79.53,1113.42
INV0987,2025-09-18,58567,Australia,30987BI,Glass Bell Jar Display Dome,Home Decor & Furnishings,14,79.53,1113.42
INV5432,2025-09-18,17404,European Community,65432J,Grow Your Own Basil Kit,Garden & Outdoor,41,2.48,101.67999999999999
INV5432,2025-09-18,17404,Saudi Arabia,65432J,Grow Your Own Basil Kit,Garden & Outdoor,41,2.48,101.67999999999999
INV5432,2025-09-18,17404,Switzerland,65432J,Grow Your Own Basil Kit,Garden & Outdoor,41,2.48,101.67999999999999
INV4321,2025-09-18,63210,Lithuania,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,67,87.78,5881.26
INV4321,2025-09-18,63210,Canada,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,67,87.78,5881.26
INV3456,2025-09-18,36472,Czech Republic,54321BE,Metal Wall Art World Map,Wall Art & Signs,4,75.86,303.44
INV8765,2025-09-18,19237,Unknown,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,66,65.93,4351.38
INV4321,2025-09-19,57321,Saudi Arabia,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,40,87.78,3511.2
INV1234,2025-09-19,62789,Unknown,71053D,Ceramic Cherry Blossom Mug,Kitchenware & Dining,61,97.12,5924.320000000001
INV1098,2025-09-19,16921,Unknown,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,60,70.53,4231.8
INV7890,2025-09-19,12583,EIRE,45678CM,Union Jack Teapot Warmer,Textiles & Linens,52,6.12,318.24
INV7890,2025-09-19,12583,Lebanon,45678CM,Union Jack Teapot Warmer,Textiles & Linens,52,6.12,318.24
INV5432,2025-09-19,69213,Unknown,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,64,69.28,4433.92
INV6543,2025-09-19,94567,Unknown,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,20,7.87,157.4
INV6789,2025-09-19,43210,Unknown,93207F,Set/4 Heart Shaped Coasters,Storage & Organization,62,86.72,5376.64
INV6543,2025-09-19,73210,Unknown,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,23,65.93,1516.39
INV9876,2025-09-19,98567,Unknown,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,44,58.07,2555.08
INV7654,2025-09-19,77321,Unknown,71053BO,Wooden Chess Set Foldable,Unknown Category,51,38.71,1974.21
INV5432,2025-09-19,73210,Unknown,65432BH,Gold Star Confetti Pack,Gifts & Novelty Items,63,51.57,3248.91
INV2345,2025-09-19,12583,EIRE,65432J,Grow Your Own Basil Kit,Garden & Outdoor,51,2.48,126.48
INV2345,2025-09-19,12583,Lebanon,65432J,Grow Your Own Basil Kit,Garden & Outdoor,51,2.48,126.48
INV6543,2025-09-19,80678,Sweden,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,63,58.07,3658.41
INV4321,2025-09-20,89213,Unknown,65432X,Retro Telephone Box Money Bank,Retro & Vintage,7,3.57,24.99
INV2190,2025-09-20,80678,Sweden,45678S,Black Skull & Crossbone Lunch Box,Travel Accessories,24,39.38,945.1200000000001
INV7654,2025-09-20,12583,EIRE,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,31,67.84,2103.04
INV7654,2025-09-20,12583,Lebanon,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,31,67.84,2103.04
INV5678,2025-09-20,31245,Unknown,71053D,Ceramic Cherry Blossom Mug,Kitchenware & Dining,48,97.12,4661.76
INV0987,2025-09-20,24133,France,67890W,Assorted Colour Glass Buttons,Gifts & Novelty Items,63,56.63,3567.69
INV0987,2025-09-20,24133,Singapore,67890W,Assorted Colour Glass Buttons,Gifts & Novelty Items,63,56.63,3567.69
INV2109,2025-09-20,19237,Unknown,56321AS,Woven Picnic Hamper Basket,Gifts & Novelty Items,17,66.55,1131.35
INV7654,2025-09-20,93210,Canada,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,66,65.93,4351.38
INV7654,2025-09-20,93210,Unspecified,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,66,65.93,4351.38
INV1098,2025-09-20,75321,Unknown,65432J,Grow Your Own Basil Kit,Garden & Outdoor,66,2.48,163.68
INV0123,2025-09-20,65321,Austria,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,44,49.36,2171.84
INV0123,2025-09-20,65321,Bahrain,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,44,49.36,2171.84
INV0123,2025-09-20,65321,Hong Kong,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,44,49.36,2171.84
INV0123,2025-09-20,65321,Lebanon,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,44,49.36,2171.84
INV0123,2025-09-20,65321,United Arab Emirates,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,44,49.36,2171.84
INV1098,2025-09-20,76789,Unknown,86420Q,Giant Wooden Game Dice,Kids & Toys,9,23.8,214.20000000000002
INV5432,2025-09-20,17850,Israel,97531BT,Flamingo Print Woven Purse,Unknown Category,30,9.8,294.0
INV6789,2025-09-20,78567,Unknown,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,38,28.55,1084.9
INV9012,2025-09-20,80678,Sweden,54321CO,Metal Star T-Light Holder,Lighting & Candles,37,2.79,103.23
INV9012,2025-09-21,71324,Unknown,13579O,Paper Chain Garland Rainbow,Textiles & Linens,35,50.19,1756.6499999999999
INV0987,2025-09-21,93210,Canada,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,22,37.94,834.68
INV0987,2025-09-21,93210,Unspecified,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,22,37.94,834.68
INV2109,2025-09-21,66789,Unknown,54321BE,Metal Wall Art World Map,Wall Art & Signs,19,75.86,1441.34
INV5432,2025-09-21,23494,Unknown,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,48,92.65,4447.200000000001
INV8765,2025-09-21,12583,EIRE,30987BI,Glass Bell Jar Display Dome,Home Decor & Furnishings,33,79.53,2624.4900000000002
INV8765,2025-09-21,12583,Lebanon,30987BI,Glass Bell Jar Display Dome,Home Decor & Furnishings,33,79.53,2624.4900000000002
INV5432,2025-09-21,40567,Japan,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,52,28.55,1484.6000000000001
INV5432,2025-09-21,40567,Sweden,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,52,28.55,1484.6000000000001
INV2190,2025-09-21,18118,USA,93207CV,Set/4 Coloured Ceramic Egg Cups,Unknown Category,49,98.48,4825.52
INV5678,2025-09-21,98567,Unknown,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,48,28.55,1370.4
INV7890,2025-09-21,66789,Unknown,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,53,14.77,782.81
INV1098,2025-09-21,16364,Canada,84406B,Vintage Union Jack Cushion Cover,Home Decor & Furnishings,9,76.3,686.6999999999999
INV2190,2025-09-21,28422,Germany,12345K,Garden Swing Metal Sign,Garden & Outdoor,26,34.37,893.6199999999999
INV7654,2025-09-21,42678,Germany,93207F,Set/4 Heart Shaped Coasters,Storage & Organization,71,86.72,6157.12
INV8765,2025-09-21,89213,Unknown,22045CW,Retro Spotty Storage Tin,Unknown Category,17,38.4,652.8
INV8765,2025-09-22,81324,Unknown,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,50,11.32,566.0
INV6543,2025-09-22,12583,EIRE,97531BB,Red & White Gingham Tablecloth,Kitchenware & Dining,35,34.93,1222.55
INV6543,2025-09-22,12583,Lebanon,97531BB,Red & White Gingham Tablecloth,Kitchenware & Dining,35,34.93,1222.55
INV6543,2025-09-22,63210,Lithuania,56321CC,Silver Plated Cake Slice,Retro & Vintage,16,60.01,960.16
INV6543,2025-09-22,63210,Canada,56321CC,Silver Plated Cake Slice,Retro & Vintage,16,60.01,960.16
INV6543,2025-09-22,29583,Finland,71053AE,Green Retro Metal Dustbin,Unknown Category,51,58.08,2962.08
INV2109,2025-09-22,17850,Israel,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,66,43.51,2871.66
INV2345,2025-09-22,35109,RSA,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,43,67.84,2917.1200000000003
INV2345,2025-09-22,35109,Israel,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,43,67.84,2917.1200000000003
INV4321,2025-09-22,22019,Germany,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,57,28.55,1627.3500000000001
INV4321,2025-09-22,22019,Netherlands,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,57,28.55,1627.3500000000001
INV5432,2025-09-22,47321,RSA,65432AP,Rabbit Design Door Stop,Unknown Category,3,80.11,240.32999999999998
INV4567,2025-09-22,16364,Canada,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,66,67.84,4477.4400000000005
INV9876,2025-09-22,49213,Unknown,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,45,49.36,2221.2
INV9876,2025-09-22,20139,Brazil,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,70,21.15,1480.5
INV9876,2025-09-22,20139,Lebanon,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,70,21.15,1480.5
INV2109,2025-09-22,95321,Japan,85123CF,Giant Polka Dot Beach Ball,Unknown Category,9,56.62,509.58
INV2109,2025-09-22,95321,United Kingdom,85123CF,Giant Polka Dot Beach Ball,Unknown Category,9,56.62,509.58
INV2345,2025-09-22,88567,Channel Islands,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,26,87.78,2282.28
INV2345,2025-09-22,88567,Brazil,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,26,87.78,2282.28
INV8765,2025-09-23,27183,Greece,13579CI,Ceramic Vintage Car Ornament,Retro & Vintage,63,86.98,5479.740000000001
INV7890,2025-09-23,79213,Unknown,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,48,48.64,2334.7200000000003
INV1098,2025-09-23,90678,Sweden,12345K,Garden Swing Metal Sign,Garden & Outdoor,68,34.37,2337.16
INV1098,2025-09-23,90678,Japan,12345K,Garden Swing Metal Sign,Garden & Outdoor,68,34.37,2337.16
INV6789,2025-09-23,97321,Poland,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,66,11.32,747.12
INV6789,2025-09-23,97321,Italy,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,66,11.32,747.12
INV6789,2025-09-23,17850,Israel,78543CT,Green Leaf Print Window Film,Textiles & Linens,40,45.96,1838.4
INV5432,2025-09-23,96789,Norway,71053AE,Green Retro Metal Dustbin,Unknown Category,61,58.08,3542.88
INV8765,2025-09-23,90678,Sweden,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,66,48.64,3210.2400000000002
INV8765,2025-09-23,90678,Japan,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,66,48.64,3210.2400000000002
INV8765,2025-09-23,32654,Unknown,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,28,60.87,1704.36
INV0987,2025-09-23,64567,Italy,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,44,24.33,1070.52
INV0987,2025-09-23,64567,United Arab Emirates,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,44,24.33,1070.52
INV7654,2025-09-23,17850,Israel,78543Z,Wooden Happy Birthday Bunting,Home Decor & Furnishings,1,47.0,47.0
INV2190,2025-09-23,58567,Cyprus,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,24,70.53,1692.72
INV2190,2025-09-23,58567,Australia,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,24,70.53,1692.72
INV8765,2025-09-23,71324,Unknown,56321AS,Woven Picnic Hamper Basket,Gifts & Novelty Items,6,66.55,399.29999999999995
INV2109,2025-09-23,44567,Unknown,54321BE,Metal Wall Art World Map,Wall Art & Signs,2,75.86,151.72
INV6789,2025-09-24,30117,United Kingdom,30987I,Birdhouse Design Key Holder,Gifts & Novelty Items,55,41.69,2292.95
INV4321,2025-09-24,16364,Canada,65432AP,Rabbit Design Door Stop,Unknown Category,10,80.11,801.1
INV7654,2025-09-24,17404,European Community,71053BO,Wooden Chess Set Foldable,Unknown Category,63,38.71,2438.73
INV7654,2025-09-24,17404,Saudi Arabia,71053BO,Wooden Chess Set Foldable,Unknown Category,63,38.71,2438.73
INV7654,2025-09-24,17404,Switzerland,71053BO,Wooden Chess Set Foldable,Unknown Category,63,38.71,2438.73
INV5432,2025-09-24,61324,Czech Republic,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,44,24.33,1070.52
INV5432,2025-09-24,61324,RSA,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,44,24.33,1070.52
INV5432,2025-09-24,61324,Brazil,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,44,24.33,1070.52
INV2109,2025-09-24,19237,Unknown,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,55,49.36,2714.8
INV5432,2025-09-24,98567,Unknown,12345K,Garden Swing Metal Sign,Garden & Outdoor,22,34.37,756.14
INV9876,2025-09-24,42678,Germany,85123AV,Union Jack Flag Beach Towel,Textiles & Linens,30,56.35,1690.5
INV2190,2025-09-24,33298,European Community,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,10,37.94,379.4
INV2190,2025-09-24,33298,Japan,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,10,37.94,379.4
INV2190,2025-09-24,33298,Japan,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,10,37.94,379.4
INV3456,2025-09-24,44567,Unknown,12345BX,Wooden Bird Feeder Kit,Garden & Outdoor,49,14.13,692.37
INV2109,2025-09-24,17850,Israel,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,53,28.55,1513.15
INV1098,2025-09-24,24133,France,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,40,37.94,1517.6
INV1098,2025-09-24,24133,Singapore,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,40,37.94,1517.6
INV6543,2025-09-24,79213,Unknown,30987I,Birdhouse Design Key Holder,Gifts & Novelty Items,40,41.69,1667.6
INV4321,2025-09-24,82789,Unknown,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,66,11.32,747.12
INV2190,2025-09-25,23494,Unknown,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,71,11.32,803.72
INV1098,2025-09-25,49213,Unknown,12345BX,Wooden Bird Feeder Kit,Garden & Outdoor,32,14.13,452.16
INV8765,2025-09-25,21340,Hong Kong,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,10,92.65,926.5
INV8765,2025-09-25,21340,Belgium,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,10,92.65,926.5
INV6543,2025-09-25,42678,Germany,65432X,Retro Telephone Box Money Bank,Retro & Vintage,44,3.57,157.07999999999998
INV2109,2025-09-25,22019,Germany,93207F,Set/4 Heart Shaped Coasters,Storage & Organization,27,86.72,2341.44
INV2109,2025-09-25,22019,Netherlands,93207F,Set/4 Heart Shaped Coasters,Storage & Organization,27,86.72,2341.44
INV2345,2025-09-25,92789,Austria,13579O,Paper Chain Garland Rainbow,Textiles & Linens,49,50.19,2459.31
INV2345,2025-09-25,92789,Norway,13579O,Paper Chain Garland Rainbow,Textiles & Linens,49,50.19,2459.31
INV2345,2025-09-25,92789,EIRE,13579O,Paper Chain Garland Rainbow,Textiles & Linens,49,50.19,2459.31
INV2109,2025-09-25,75321,Unknown,98765BV,Large Blue Ceramic Serving Bowl,Unknown Category,45,69.76,3139.2000000000003
INV6789,2025-09-25,68567,Switzerland,65432BH,Gold Star Confetti Pack,Gifts & Novelty Items,51,51.57,2630.07
INV2190,2025-09-25,93210,Canada,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,7,87.78,614.46
INV2190,2025-09-25,93210,Unspecified,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,7,87.78,614.46
INV0123,2025-09-25,59213,Netherlands,71053AW,Giant Pencil Eraser Set,Stationery & Office,1,61.15,61.15
INV4321,2025-09-25,21340,Hong Kong,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,62,7.87,487.94
INV4321,2025-09-25,21340,Belgium,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,62,7.87,487.94
INV6789,2025-09-25,18118,USA,45678S,Black Skull & Crossbone Lunch Box,Travel Accessories,42,39.38,1653.96
INV4321,2025-09-25,68567,Switzerland,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,6,65.93,395.58000000000004
INV5432,2025-09-26,53210,Unknown,24680AH,Large Canvas Storage Basket,Storage & Organization,35,56.62,1981.6999999999998
INV5678,2025-09-26,99213,RSA,98765T,Small Antique White Lantern,Home Decor & Furnishings,57,27.8,1584.6000000000001
INV2109,2025-09-26,92789,Austria,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,47,16.15,759.05
INV2109,2025-09-26,92789,Norway,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,47,16.15,759.05
INV2109,2025-09-26,92789,EIRE,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,47,16.15,759.05
INV8765,2025-09-26,77321,Unknown,78543CT,Green Leaf Print Window Film,Textiles & Linens,14,45.96,643.44
INV8765,2025-09-26,62789,Unknown,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,30,70.53,2115.9
INV6789,2025-09-26,43210,Unknown,98765T,Small Antique White Lantern,Home Decor & Furnishings,65,27.8,1807.0
INV4321,2025-09-26,93210,Canada,24680P,Strawberry Ceramic Salt & Pepper Set,Kitchenware & Dining,47,24.19,1136.93
INV4321,2025-09-26,93210,Unspecified,24680P,Strawberry Ceramic Salt & Pepper Set,Kitchenware & Dining,47,24.19,1136.93
INV8765,2025-09-26,69213,Unknown,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,58,31.93,1851.94
INV6543,2025-09-26,42678,Germany,56321CC,Silver Plated Cake Slice,Retro & Vintage,29,60.01,1740.29
INV8765,2025-09-26,26710,United Arab Emirates,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,11,24.33,267.63
INV8765,2025-09-26,26710,RSA,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,11,24.33,267.63
INV8765,2025-09-26,26710,Italy,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,11,24.33,267.63
INV1234,2025-09-26,98567,Unknown,67890W,Assorted Colour Glass Buttons,Gifts & Novelty Items,61,56.63,3454.4300000000003
INV6789,2025-09-26,66789,Unknown,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,25,7.87,196.75
INV1098,2025-09-26,80678,Sweden,98765BV,Large Blue Ceramic Serving Bowl,Unknown Category,19,69.76,1325.44
INV0123,2025-09-27,65321,Austria,65432J,Grow Your Own Basil Kit,Garden & Outdoor,29,2.48,71.92
INV0123,2025-09-27,65321,Bahrain,65432J,Grow Your Own Basil Kit,Garden & Outdoor,29,2.48,71.92
